2026-06-08 19:58:26: -- Analysis Started by Periodic Timer
2026-06-08 19:58:26: L: Reading State File C:/Users/DavoodYa/Documents/WindowsPowerShell/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:26: R: Reading State File H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:26: R: State file does not exist: H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/_gsdata_/_file_state_v4._gs
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/en-US/MSFT_NetAdapterSriov.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/en-US/MSFT_NetAdapterSriov.cdxml-help.xml' (117,078)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/en-US/MSFT_NetAdapterSriovVf.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/en-US/MSFT_NetAdapterSriovVf.cmdletDefinition.cdxml-help.xml' (20,657)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/en-US/MSFT_NetAdapterStatistics.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/en-US/MSFT_NetAdapterStatistics.cmdletDefinition.cdxml-help.xml' (15,861)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/en-US/MSFT_NetAdapterUso.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/en-US/MSFT_NetAdapterUso.cdxml-help.xml' (110,531)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/en-US/MSFT_NetAdapterVmq.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/en-US/MSFT_NetAdapterVmq.cmdletDefinition.cdxml-help.xml' (117,546)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/en-US/MSFT_NetAdapterVmqQueue.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/en-US/MSFT_NetAdapterVmqQueue.cmdletDefinition.cdxml-help.xml' (17,401)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/en-US/MSFT_NetAdapterVPort.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/en-US/MSFT_NetAdapterVPort.cmdletDefinition.cdxml-help.xml' (23,043)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetAdapter/NetAdapter_1042b422-63a8-4016-a6d6-293e19e8f8a6_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetAdapter/NetAdapter_1042b422-63a8-4016-a6d6-293e19e8f8a6_HelpInfo.xml' (379)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetConnection/en-US/MSFT_NetConnectionProfile.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetConnection/en-US/MSFT_NetConnectionProfile.cdxml-help.xml' (39,976)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetConnection/NetConnection_ce4ff86e-9416-4f2d-a869-c860ac543b5e_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetConnection/NetConnection_ce4ff86e-9416-4f2d-a869-c860ac543b5e_HelpInfo.xml' (379)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventNetworkAdapter.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventNetworkAdapter.cdxml-help.xml' (45,934)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventPacketCaptureProvider.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventPacketCaptureProvider.cdxml-help.xml' (119,946)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventProvider.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventProvider.cdxml-help.xml' (86,918)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventSession.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventSession.cdxml-help.xml' (125,175)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventVFPProvider.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventVFPProvider.cdxml-help.xml' (112,587)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventVmNetworkAdatper.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventVmNetworkAdatper.cdxml-help.xml' (42,464)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventVmSwitch.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventVmSwitch.cdxml-help.xml' (41,942)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventVmSwitchProvider.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventVmSwitchProvider.cdxml-help.xml' (81,210)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/en-US/MSFT_NetEventWFPCaptureProvider.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/en-US/MSFT_NetEventWFPCaptureProvider.cdxml-help.xml' (91,642)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetEventPacketCapture/NetEventPacketCapture_7e984f2f-35da-48a2-a3c1-40ce59930a7c_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetEventPacketCapture/NetEventPacketCapture_7e984f2f-35da-48a2-a3c1-40ce59930a7c_HelpInfo.xml' (379)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetLbfo/en-US/MSFT_NetLbfoTeamMember.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetLbfo/en-US/MSFT_NetLbfoTeamMember.cdxml-help.xml' (71,422)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetLbfo/en-US/MSFT_NetLbfoTeam.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetLbfo/en-US/MSFT_NetLbfoTeam.cdxml-help.xml' (117,176)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetLbfo/en-US/MSFT_NetLbfoTeamNic.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetLbfo/en-US/MSFT_NetLbfoTeamNic.cdxml-help.xml' (69,077)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetLbfo/NetLbfo_80cf4c6d-30b7-4b0f-a035-dbb23a65ef1d_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetLbfo/NetLbfo_80cf4c6d-30b7-4b0f-a035-dbb23a65ef1d_HelpInfo.xml' (379)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetNat/en-US/MSFT_NetNat.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetNat/en-US/MSFT_NetNat.cdxml-help.xml' (73,514)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetNat/en-US/MSFT_NetNatExternalAddress.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetNat/en-US/MSFT_NetNatExternalAddress.cdxml-help.xml' (42,992)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetNat/en-US/MSFT_NetNatGlobal.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetNat/en-US/MSFT_NetNatGlobal.cdxml-help.xml' (21,807)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetNat/NetNat_e5439f56-42aa-4fdf-8705-50c782a89345_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetNat/NetNat_e5439f56-42aa-4fdf-8705-50c782a89345_HelpInfo.xml' (379)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetNat/en-US/MSFT_NetNatSession.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetNat/en-US/MSFT_NetNatSession.cdxml-help.xml' (7,948)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetNat/en-US/MSFT_NetNatStaticMapping.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetNat/en-US/MSFT_NetNatStaticMapping.cdxml-help.xml' (46,867)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetQos/NetQos_743692b7-a227-4389-b082-2b47de1d0d2d_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetQos/NetQos_743692b7-a227-4389-b082-2b47de1d0d2d_HelpInfo.xml' (379)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetQos/en-US/MSFT_NetQosPolicy.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetQos/en-US/MSFT_NetQosPolicy.cdxml-help.xml' (237,086)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/Microsoft.Windows.Firewall.Commands.dll-Help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/Microsoft.Windows.Firewall.Commands.dll-Help.xml' (104,782)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallAddressFilter.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallAddressFilter.cmdletDefinition.cdxml-help.xml' (84,105)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallApplicationFilter.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallApplicationFilter.cmdletDefinition.cdxml-help.xml' (69,225)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallDynamicKeywordAddress.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallDynamicKeywordAddress.cmdletDefinition.cdxml-help.xml' (67,371)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallHyperVPort.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallHyperVPort.cmdletDefinition.cdxml-help.xml' (9,033)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallHyperVProfile.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallHyperVProfile.cmdletDefinition.cdxml-help.xml' (55,347)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallHyperVRule.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallHyperVRule.cmdletDefinition.cdxml-help.xml' (391,318)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallHyperVVMCreator.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallHyperVVMCreator.cmdletDefinition.cdxml-help.xml' (9,406)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallHyperVVMSetting.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallHyperVVMSetting.cmdletDefinition.cdxml-help.xml' (72,651)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallInterfaceFilter.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallInterfaceFilter.cmdletDefinition.cdxml-help.xml' (67,788)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallInterfaceTypeFilter.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallInterfaceTypeFilter.cmdletDefinition.cdxml-help.xml' (77,974)
2026-06-08 19:58:28: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallRule.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallRule.cmdletDefinition.cdxml-help.xml' (1,304,292)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallPortFilter.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallPortFilter.cmdletDefinition.cdxml-help.xml' (95,654)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallProfile.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallProfile.cmdletDefinition.cdxml-help.xml' (167,127)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallSecurityFilter.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallSecurityFilter.cmdletDefinition.cdxml-help.xml' (102,034)
2026-06-08 19:58:28: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallRule.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallRule.cmdletDefinition.cdxml-help.xml' (1,304,292)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallServiceFilter.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallServiceFilter.cmdletDefinition.cdxml-help.xml' (64,714)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetFirewallSetting.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetFirewallSetting.cmdletDefinition.cdxml-help.xml' (94,812)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetGPO.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetGPO.cmdletDefinition.cdxml-help.xml' (28,892)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecDospSetting.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecDospSetting.cmdletDefinition.cdxml-help.xml' (195,069)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecMainModeCryptoSet.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecMainModeCryptoSet.cmdletDefinition.cdxml-help.xml' (494,307)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecMainModeSA.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecMainModeSA.cmdletDefinition.cdxml-help.xml' (48,628)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecMainModeRule.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecMainModeRule.cmdletDefinition.cdxml-help.xml' (903,757)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecPhase2AuthSet.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecPhase2AuthSet.cmdletDefinition.cdxml-help.xml' (440,309)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecPhase1AuthSet.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecPhase1AuthSet.cmdletDefinition.cdxml-help.xml' (488,197)
2026-06-08 19:58:28: > Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecRule.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecRule.cmdletDefinition.cdxml-help.xml' (1,792,455)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecQuickModeCryptoSet.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecQuickModeCryptoSet.cmdletDefinition.cdxml-help.xml' (451,368)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecQuickModeSA.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecQuickModeSA.cmdletDefinition.cdxml-help.xml' (48,565)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/NetSecurity_4b26ff51-7aee-4731-9cf7-508b82532cbf_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/NetSecurity_4b26ff51-7aee-4731-9cf7-508b82532cbf_HelpInfo.xml' (379)
2026-06-08 19:58:28: < Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSecurity/en-US/NetIPsecRule.cmdletDefinition.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSecurity/en-US/NetIPsecRule.cmdletDefinition.cdxml-help.xml' (1,792,455)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSwitchTeam/NetSwitchTeam_e83097b1-4470-4f37-8ce3-a6b0ac5ed8f5_HelpInfo.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSwitchTeam/NetSwitchTeam_e83097b1-4470-4f37-8ce3-a6b0ac5ed8f5_HelpInfo.xml' (379)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetCompartment.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetCompartment.cdxml-help.xml' (7,637)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetIPAddress.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetIPAddress.cdxml-help.xml' (141,687)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetIPInterface.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetIPInterface.cdxml-help.xml' (158,001)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetIPv4Protocol.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetIPv4Protocol.cdxml-help.xml' (71,919)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetIPv6Protocol.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetIPv6Protocol.cdxml-help.xml' (85,550)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetNeighbor.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetNeighbor.cdxml-help.xml' (115,115)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetOffloadGlobalSetting.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetOffloadGlobalSetting.cdxml-help.xml' (42,431)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSwitchTeam/en-US/MSFT_NetSwitchTeamMember.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSwitchTeam/en-US/MSFT_NetSwitchTeamMember.cdxml-help.xml' (9,384)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetSwitchTeam/en-US/MSFT_NetSwitchTeam.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetSwitchTeam/en-US/MSFT_NetSwitchTeam.cdxml-help.xml' (67,262)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetPrefixPolicy.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetPrefixPolicy.cdxml-help.xml' (11,091)
2026-06-08 19:58:28: Copy Over 'C:/Users/DavoodYa/Documents/WindowsPowerShell/Help/NetTCPIP/en-US/MSFT_NetTCPConnection.cdxml-help.xml' -> 'H:/Repo/powershell-scripting/PowerShell-Profile-Backups/Use-GoodSync/Help/NetTCPIP/en-US/MSFT_NetTCPConnection.cdxml-help.xml' (18,431)
